2.373680114746094, 2.153540372848511, 9.279366493225098
2.361716032028198, 2.242074966430664, 9.157332420349121
2.53399920463562, 1.931007981300354, 9.150154113769531
3.002992391586304, 1.835294842720032, 9.111868858337402
2.892922401428223, 1.691725611686707, 9.714859962463379
2.801995038986206, 2.029113531112671, 9.09272575378418
3.175275564193726, 2.060220241546631, 9.257830619812012
3.175275564193726, 2.060220241546631, 9.257830619812012
2.885744333267212, 1.933400750160217, 9.145368576049805
2.691925525665283, 1.921436548233032, 9.123832702636719
3.007778167724609, 1.806581020355225, 9.05683422088623
2.737389087677002, 2.045863389968872, 9.28893756866455
2.931207656860352, 1.907079696655273, 9.138189315795898
2.967100143432617, 1.785045623779297, 9.274580955505371
2.885744333267212, 1.785045623779297, 9.243474006652832
3.115455150604248, 1.84247350692749, 8.949156761169434
2.933600425720215, 1.835294842720032, 9.052047729492188
2.991028308868408, 1.619940876960754, 9.186046600341797
1.18923282623291, 1.703689694404602, 7.678568363189697
2.904886722564697, 1.270588874816895, 9.190832138061523
3.012563943862915, 1.277767300605774, 9.260223388671875
2.816352128982544, 1.272981524467468, 9.243474006652832
2.955135822296143, 1.289731502532959, 9.346364974975586
2.828316211700439, 1.261017441749573, 9.315258979797363
2.924029350280762, 1.306481122970581, 9.391828536987305
2.560320377349854, 1.138983607292175, 9.937392234802246
